# The name and comment audit of EA game code: one row per audited function (a later
# row for the same address supersedes an earlier one). Two blind lanes read each function;
# a reconciler compared them with its name and comments. tier: T1 EA text or confirmed
# TW06 name, T2 struct-bound and agreed, T3 agreed guess (fn_<address>_<Guess>), D demoted,
# - no name. decision: kept, renamed, tier3, demoted, unnamed. comments: ok, none,
# fixed:N, stripped:N. Progress: tools/match/auditprogress.py.
address	unit	name_before	name_after	tier	decision	comments	lane1	lane2	reconciler	date	notes
8012168C	GameMode4Menu	fn_8012168C	fn_8012168C	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: moves the cursor by direction (-1 default node), sets nNode/nEvent, returns node or -1. Directions checked in LadderMap fn_80121C80 (0 up, 1 down, 2 left, 3 right). Machine row TWCharResMan::FreeTextureCache (low) rejected by both lanes. Later guess: LadderMenu_MoveCursor
8012172C	GameMode4Menu	fn_8012172C	fn_8012172C	-	unnamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: fn_80102A44 of node arg0's event (L2: event table field n0, meaning unknown)
80121770	GameMode4Menu	fn_80121770	fn_80121770	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: node 0's and the cursor node's positions. Later guess: LadderMenu_GetPathEnds
801217C4	GameMode4Menu	fn_801217C4	fn_801217C4	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: GameMode4_SelectEvent + created golfer + GameMode4_StartEvent. Later guess: LadderMenu_StartEvent
80121808	GameMode4Menu	fn_80121808	fn_80121808	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: degrees of atan2(dx, -dy) between two screen points. Later guess: Msg_ScreenAngle
8012185C	GameMode4Menu	fn_8012185C	fn_8012185C	-	unnamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: returns fn_80121A38(node) (L2: node state -1/0/1/2). Later guess: LadderMenu_GetNodeState
80121890	GameMode4Menu	fn_80121890	fn_80121890	-	unnamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: GameMode4_GetEventName(arg0, string). Later guess: LadderMenu_GetEventName
80070EC4	Code80070EC4	fn_80070EC4	fn_80070EC4	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: fn_80076C20(pWave->nFrame), the texture animation update (L2). Unit header and declaration tags ok. Later guess (low): row 4 data hook
80070F00	Code80070EC4	fn_80070F00	fn_80070F00	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: fn_80074DA8 builds the display list; body identical to fn_80070FBC (two type rows)
80070F34	Code80070EC4	fn_80070F34	fn_80070F34	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: empty fn_8007524C, then fn_80076E24 resets the texture animations. port note kept
80070F5C	Code80070EC4	fn_80070F5C	fn_80070F5C	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: GXSetArray(9, positions, 12) when anim.b8, then the display list. port note kept
80070FB0	Code80070EC4	fn_80070FB0	fn_80070FB0	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: stores the morph weight lbl_80281E78 (read by fn_80071028)
80070FBC	Code80070EC4	fn_80070FBC	fn_80070FBC	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: same body as fn_80070F00
80070FF0	Code80070EC4	fn_80070FF0	fn_80070FF0	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: fn_80097624 frees the morph data, then the empty fn_8007524C
80071028	Code80070EC4	fn_80071028	fn_80071028	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: render with the morph brought up to date every 2 frames (3 in split screen), staggered by anim index
80076A54	GoViewport	fn_80076A54	VM_vUpdateInternalViewportRectData	T1	renamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	E2b: TW07 GoViewport.c:58; both lanes. Unit header ok. TYPE: the viewport is a bare f32* (TW07: VM_SViewport*)
80076AC4	GoViewport	fn_80076AC4	VM_vInitModule	T1	renamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	E2b: TW07 empty 4-byte VM_vInitModule; both lanes. Called from start-up fn_8006C7A8 (L2 said per frame: wrong, checked gomainloop.c:441)
80076AC8	GoViewport	fn_80076AC8	VM_vCloseModule	T1	renamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	E2b: TW07 empty 4-byte VM_vCloseModule; both lanes. Called from shutdown fn_8006C854 (gomainloop.c:480)
80076B38	GoViewport	fn_80076B38	VM_vSetDefaultViewport	T1	renamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	E2b: EA's name from TW07's inline list of VM_spCreateViewport; both lanes
80076ACC	GoViewport	fn_80076ACC	VM_spCreateViewport	T1	renamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	E2b: machine row (low) + both lanes fit; camera.h "a new screen rectangle" ok
80076B18	GoViewport	fn_80076B18	VM_vReleaseViewport	T1	renamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	E2b: TW07 VM_vReleaseViewport; both lanes; camera.h "free it" ok
8004ABBC	GoDynObjTypes	fn_8004ABBC	fn_8004ABBC	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: type 6's message 2 (set up from def + setup, model from pSetup->pModel, n14E -1). Dead flag tests after uFlags = 0 (L2, confirmed). Unit header ok. No TW07 file. Later guess: DynObjType6_Setup
8004AD54	GoDynObjTypes	fn_8004AD54	fn_8004AD54	-	unnamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: type 6 handler: 1 size, 2 setup, 3 release model, else 0. Later guess: DynObjType6_Handler
8004ADDC	GoDynObjTypes	fn_8004ADDC	fn_8004ADDC	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: type 9's message 2, no model, n14E = def->n1A. Later guess: DynObjType9_Setup
8004AF28	GoDynObjTypes	fn_8004AF28	fn_8004AF28	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: empty; message 6 is the per-frame update (dynobj.h; GoDynObj fn_800467B4 sends 6 with the frame time), so the comment holds
8004AF2C	GoDynObjTypes	fn_8004AF2C	fn_8004AF2C	-	unnamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: type 9 handler: 1 size, 2 setup, 6 no-op, else -1 (type 6 returns 0: both lanes flag it). Later guess: DynObjType9_Handler
80005628	LLMem_Gc	Mem_cpy	Mem_cpy	T1	kept	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	E2 TW06 strong + E2b TW07 LLMem_PS3.c:21 Mem_cpy (L1); L2: memcpy by widest aligned unit. L2 gave no tw07 verdict for this unit (no machine rows). Unit header, macro comments and engine.h ok
80005884	LLMem_Gc	fn_80005884	fn_80005884	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: memmove (forward via Mem_cpy unless overlapping, else backwards). TW07 LLMem_PS3.c:33 Mem_move: L1 E2b(high), but L2 gave no tw07 verdict -> ledger only. fake match / port notes kept; engine.h ok. Later name: Mem_move
80005AE8	LLMem_Gc	fn_80005AE8	fn_80005AE8	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: memset with 8-byte stores. TW07 LLMem_PS3.c:50 Mem_set: L1 E2b(high), L2 no tw07 verdict -> ledger only. Later name: Mem_set
80005BC8	LLMem_Gc	fn_80005BC8	fn_80005BC8	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: return memcmp(a, b, n); engine.h "memcmp" ok. TW07 LLMem_PS3.c:42 Mem_compare: L1 E2b(high), L2 no tw07 verdict -> ledger only. Later name: Mem_compare
80112614	hwsMaterial_Gc	fn_80112614	fn_80112614	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: resolves one entry's texture (skipped with flag bit 0; global lookup fn_800102DC or the given bank) and copies a20 to uvC. Unit header ok. No TW07 file. Later guess: hwsMaterial_Resolve
801126F0	hwsMaterial_Gc	fn_801126F0	fn_801126F0	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: allocates p18 on first use ("hwsMaterial_Gc.c" 76) and resolves every entry; 2nd param unused. Later guess: hwsMaterial_Create
801127A0	hwsMaterial_Gc	fn_801127A0	fn_801127A0	-	unnamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: fn_801126F0(pDesc, 0). Skin.c:21 declares it (void*) (TYPE)
801127C4	hwsMaterial_Gc	fn_801127C4	fn_801127C4	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: frees p18 and NULLs it. Later guess: hwsMaterial_Free
8009B314	unsorted/sweep_8009B314	fn_8009B314	fn_8009B314	-	unnamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: lbl_802813B8->b1BF0 = v (only caller passes 1). Sweep header ok
8009B320	unsorted/sweep_8009B314	fn_8009B320	fn_8009B320	-	unnamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: fn_80009E70(p), a free (Code8009B340 passes a FadeNode*, claim)
800055D8	unsorted/sweep_800055D8	main	main	T1	kept	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	Name fixed by the SDK: dolphin/os/__start.s calls main (L1 found no caller: __start is SDK asm). L2: program main (empty fn_800097C4, start-up fn_80005520, game loop fn_800083A4, shutdown fn_80005590, return 0), high. TW07 has a main too. TYPE: passes (p0, p1) to fn_800083A4(void) (GoEntry.c:64)
80095744	unsorted/sweep_80095744	fn_80095744	fn_80095744	-	unnamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: if the character exists and the value is not 13 and differs from +0x1C (Character.nAnim), stores it, sets bit 0 at +0x18, clears the low 2 bits of +0x168. character.h "play an animation" ok (a request). event.c:323 passes 13: a dead call. Later guess: Char_RequestAnim
8014CA80	unsorted/sweep_8014CA80	fn_8014CA80	fn_8014CA80	-	unnamed	none	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	agreed: empty, no callers
800977F8	GoCamTuningVars	fn_800977F8	CameraTuning_Init	T1	renamed	ok	Sonnet 5 (audit-l1-AH)	Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24	E2b: TW07 CameraTuning_Init (machine row med, 38 floats); both lanes fit. Unit header ok (fn_ reference follows the rename). Freed by sweep_80097E98 (TW07 CameraTuning_Close, not in this batch)
80005590	unsorted/sweep_80005590	fn_80005590	fn_80005590	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: calls ten routines in a row (streams, several LL systems, GoARAM_Shutdown, the empty fn_800B5C34, the empty fn_800055D4); only caller fn_800055D8. Unit header (sweep file, meanings unknown) ok. Later guess: shutdown sequence (L1 no name, L2 med)
8006FF2C	unsorted/sweep_8006FF2C	fn_8006FF2C	fn_8006FF2C	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: with the byte at +0xC set, GXSetArray(9 = position, *(+0x24), stride 12); then fn_80070168(+8, +4), which calls a display list. Unit header ok. Later guess: draw a display list, rebinding the positions (L2 med). TYPE: arg0 untyped (see Findings)
800957D8	unsorted/sweep_800957D8	fn_800957D8	fn_800957D8	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: when non-NULL clears +0x20, +0x1C and bit 0 of +0x18. Callers (GM_CheckForShotChanges, mulligan, restart hole, Swing) pass gPlayers[n].pChar just before fn_800957FC (L2). Unit header ok. Later guess: reset a character's anim state (L2 low). TYPE: void* is Character*
8010FF5C	unsorted/sweep_8010FF5C	fn_8010FF5C	fn_8010FF5C	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: fn_8010FC3C(lbl_80212B60, pLogo, 1, w, h) then returns the static buffer; only caller char_tex_manager fn_80017398. Unit header and fe.h prototype comment (the logo's pixels as a texture, in lbl_80212B60) ok. L2: one shared buffer, overwritten by the next call. Later guess: logo to texture buffer
80095564	Code80095564	fn_80095564	fn_80095564	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: single view only: for every player fn_80037708(pSkin) and fn_80029A7C(pModel, NULL, 0). Unit header ok. Later guess: free all golfers' body skins (L2 med)
800955F0	Code80095564	fn_800955F0	fn_800955F0	-	unnamed	fixed:1	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: single view only: if the skins are the wrong way, frees the others' skins, loads nPlayer's (fn_800375AC), clears u10 0x2000, gives the model its matrices and recomputes them. Comment said "bit 2 of its u10D4" for the mask 2 (bit 1): now "flag 2". EA index slip (clears nPlayer's model inside the others' loop) already noted in source. Later guess: keep only nPlayer's body skin loaded
800F9610	GameMode7	fn_800F9610	fn_800F9610	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: installs mode 7 (pfnInit = itself, the other slots mostly GameMode8.c's), zeroes the rule flags, split screen from lbl_8028227C, 2 players. Unit header and game.h "mode 7" ok. No TW06/TW07 candidate. Later guess: GameMode7_Init (both lanes)
800F9824	GameMode7	fn_800F9824	fn_800F9824	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: calls fn_800FA570 (GameMode8); installed in pfn1E4. Later guess: none (L2 low)
800F9844	GameMode7	fn_800F9844	fn_800F9844	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: lbl_802823C9 = 1 then fn_800F9AB0 (installs GameMode8 golfer states 12, 24-26); installed in pfn1EC. Later guess: none (L2 med)
8006FF80	ShaderRow0	fn_8006FF80	fn_8006FF80	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: pBuf = fn_8007018C(maxVerts, maxDraws), or 50 and 1 without sizes. Unit header (row 0 hooks, same as ShaderRow19 but primitive kind 0) ok. Later guess: make the dynamic render buffer
8006FFD4	ShaderRow0	fn_8006FFD4	fn_8006FFD4	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: fn_80070348(pBuf). Later guess: free the buffer
8006FFF8	ShaderRow0	fn_8006FFF8	fn_8006FFF8	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: fn_800703B8 for each draw of the buffer's list. Later guess: draw the buffer
80070078	ShaderRow0	fn_80070078	fn_80070078	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: sets the draws (kind 0), the indices (count nCount, or the furthest draw's end) and the vertices, bRestart passed on. Comment checked against fn_80070764 (NULL list = one draw of nCount indices): ok. Later guess: fill the buffer
800B5934	AudLock	fn_800B5934	fn_800B5934	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: OSInitMutex + OSInitSemaphore(count 1). Unit header, the two lock globals and audtrack.h "set both locks up" ok. Later guess: AudLock_Init (L1 E3, L2 high)
800B596C	AudLock	fn_800B596C	fn_800B596C	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: OSLockMutex; szWho unused. audtrack.h "take the stream lock" ok. Later guess: AudLock_Lock
800B5994	AudLock	fn_800B5994	fn_800B5994	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: OSUnlockMutex. audtrack.h ok. Later guess: AudLock_Unlock
800B59BC	AudLock	fn_800B59BC	fn_800B59BC	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: OSWaitSemaphore only when its count > 0 (never blocks; L2). Comment ok. Later guess: AudLock_Wait (L1) / try-wait (L2)
800B59EC	AudLock	fn_800B59EC	fn_800B59EC	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: OSSignalSemaphore. audtrack.h ok. Later guess: AudLock_Signal
8011CEB0	fe_stats	PrintStatsWithUnits	PrintStatsWithUnits	T1	kept	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	E1+E2: its strings "$%s", "%s yds", "%s%%" name the units; TW06 strong name (Xbox anchor); TW07 FE_Stats.c static PrintStatsWithUnits (same args plus destBufLen, L2 note). Both lanes: format a stat value by units. Unit header (29 categories, lbl_80282508) and comment ok
8011CF64	fe_stats	fn_8011CF64	fn_8011CF64	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: FE message handler: the category's title, the user's formatted value and rank; "TODO" without a stat. TW07 pair UIStatsRankings_GetRow (med): L2 fits, L1 did not check it (E1,E4 only), so no rename. Later name: UIStatsRankings_GetRow
8011D05C	fe_stats	fn_8011D05C	fn_8011D05C	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: copies fn_80077ACC()->szName (the current profile's name, L2) into arg 0. Later guess: stats screen profile name
8011D09C	fe_stats	fn_8011D09C	fn_8011D09C	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: lbl_80282508 = arg 0 (the leader board's category). L2 unpaired TW07 note: UIStatsRankings_SetActiveStat fits (L1 not checked)
8011D0A8	fe_stats	fn_8011D0A8	fn_8011D0A8	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: leader board row: rank, name, played (blank for category 1 = "Career Money Leaders", checked in data), value (percent without the sign); row -1 = the user. TW07 pair UIStatsRankings_GetIndStatsRow (med): L2 fits, L1 did not check it. Later name: UIStatsRankings_GetIndStatsRow
8011D268	fe_stats	fn_8011D268	fn_8011D268	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: result = PGA_NUM_GOLFERS. L2 unpaired TW07 note: UIStatsRankings_GetIndStatsNumRows fits (L1 not checked)
8011D274	fe_stats	fn_8011D274	fn_8011D274	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: result = FE_STATS_NUM_CATEGORIES. L2 unpaired TW07 note: UIStatsRankings_GetNumRows fits (L1 not checked)
800496E0	GoDynObjBase	fn_800496E0	fn_800496E0	-	unnamed	fixed:1	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: sets flag 0x04000000 once (0 if already set); the first time with bNotify runs fn_800491C4; third arg unused. Own comment ok; the identity/rotation prototype notes ok. Unit header fixed: "every other type's default" is wrong (types 6 and 9 in GoDynObjTypes.c return 0/-1 by default; only 2 and GoAnimalActors' 11 fall back): now "types 2 and 11's default". Later guess: kill/deactivate (L2 med)
80049728	GoDynObjBase	fn_80049728	fn_80049728	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: unless flag 4: amount from msg 10 (10 itself, id = arg) or the other object's n142/n140; > 0 sets 0x08000000, subtracts from n144, runs p15C with (n144 < 0, id). Comment and fake-match note ok. Later guess: take a hit (L2 med; health reading of n144 is L2's)
800497BC	GoDynObjBase	fn_800497BC	fn_800497BC	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: property by index (0 n144, 4 f158 as int, 6/7/8 n146/n147/n148, else 0). Comment ok. Later guess: get property
80049820	GoDynObjBase	fn_80049820	fn_80049820	-	unnamed	fixed:1	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: type 0's message handler (1 size, 2 setup, 3 draw, 4 kill, 5 fn_80048804, 8/10 hit, 9 property, 11 yaw, else fixed values). dynobj.h "the others' default" fixed to "types 2/11's default" (see unit header). Inline flagstick note ok. Later guess: base handler
800499B0	GoDynObjBase	fn_800499B0	fn_800499B0	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: handler by type (0, 2, 6, 9, 11, else NULL). Later guess: get handler for type
80049A14	GoDynObjBase	fn_80049A14	fn_80049A14	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: base setup (fn_80049514) then fSpeed from the definition. Later guess: turning object init
80049A54	GoDynObjBase	fn_80049A54	fn_80049A54	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: rotates the matrix by fSpeed degrees a second at 60 fps (L1 wrote "degrees per minute", its own formula says per second) and re-normalises. Comment ok. Later guess: turning object update
80049ACC	GoDynObjBase	fn_80049ACC	fn_80049ACC	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: type 2 handler: size, setup, update (msg 6), else fn_80049820. Later guess: turning object handler
800AF114	AudReverb	fn_800AF114	fn_800AF114	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: fn_800B5AAC(&lbl_801F5D88, uSize), the AXFX alloc hook. Unit header, the three effect settings and the hooks comment ok. Later guess: reverb alloc hook
800AF140	AudReverb	fn_800AF140	fn_800AF140	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: empty, the AXFX free hook. Later guess: reverb free hook
800AF144	AudReverb	fn_800AF144	fn_800AF144	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: on a new mode, with interrupts off, restarts the effect memory and inits the delay (1) or ReverbHi (0 / 2), registers it on aux A when it succeeds. Comment ok. Later guess: set reverb mode
800AF224	AudReverb	fn_800AF224	fn_800AF224	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: 0x20000 from the audio stack, AXFXSetHooks, returns 1. Later guess: reverb init
800AF264	AudReverb	fn_800AF264	fn_800AF264	-	unnamed	ok	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: bOn 0 -> mode 0, nKind 8 on hole index 2 -> mode 2, else 1; applies it. L1 called mode 0 "off": wrong, it is a reverb (L2 and the comment are right). Comment and fake-match note ok. Later guess: pick the reverb
800AF2D8	AudReverb	fn_800AF2D8	fn_800AF2D8	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: empty (called from hlaudmovie)
800AF2DC	AudReverb	fn_800AF2DC	fn_800AF2DC	-	unnamed	none	Sonnet 5 (audit-l1-AL)	Opus 5.5 (audit-l2-AL)	Opus 5.5 (audit-rec-AL)	2026-09-24	agreed: bMute clears the aux A callback, else registers the stored one again. Later guess: reverb mute/unmute
