# Where each function name came from and why. One row per applied name (tools: names
# pipeline, see docs/style.md "Names"). T1 verified, T2 strong, T3 provisional (the name
# keeps its address). codes: E1 EA text, E2 TW06 name confirmed, E3 wrapper, E4 named
# data, E5 role from named neighbours.
address	name	previous_name	tier	codes	evidence	purpose	proposed_by	reviewed_by	date
8002CEDC	Player_NotInSand	Lie_AllowsFullSwing	T2	E4	L1: returns !(nLie in {6,7,8}), gates the chip choice in fn_8002CF18 and an event site; L2: returns 0 when the lie is 6, 7 or 8, else 1 (guess: lie allows a chip?). Reconciler: its only in-unit use gates a chip, not a full swing, so the name is wrong; lies 6..8 are LIE_SAND_HIGH/MEDIUM/DEEP_e in TW06's Lie_t (physics.h, PDB), so 'not in sand' is the behaviour in EA's terms. namecheck-ok: Player_ prefix as Player_OnTee (takes nPlayer)	1 unless the player's ball lies in sand (lies 6..8)	Sonnet 5 (audit-l1-P02) | Opus 5.5 (audit-l2-P02)	Opus 5.5 (audit-rec-P02)	2026-09-24
8002D544	fn_8002D544_StraightDir	Shot_DefaultSpin	T3	E4	L1: sets pOut = (0,0,1,0) unconditionally, feeds p->vLaunchA; L2: writes (0,0,1,0), guess default (straight) launch direction. Reconciler: nothing about spin: vLaunchA is TW06's clubDirection (golfer.h), and it gets a straight unit vector	Writes the straight direction (0, 0, 1) into the first launch block	Sonnet 5 (audit-l1-P02) | Opus 5.5 (audit-l2-P02)	Opus 5.5 (audit-rec-P02)	2026-09-24
8002D560	fn_8002D560_ShapeDir	AI_FaceVector	T3	E4	L1: picks nShotShape from fn_8010069C unless 7, then one of five fixed launch-direction vectors (NORMAL/FADE/DRAW/SLICE/HOOK), normalised; also called by Swing; L2: curve vector for shot shape. Reconciler: it fills vLaunchB (via fn_8002D680), which TW06 calls strokeDirection (the swing path), not the face (vLaunchA, TW06 clubDirection, golfer.h); 'FaceVector' misleads	Direction vector for the shot shape (x 0.02 or 0.04 either way), normalised	Sonnet 5 (audit-l1-P02) | Opus 5.5 (audit-l2-P02)	Opus 5.5 (audit-rec-P02)	2026-09-24
8002D680	fn_8002D680_CpuShapeDir	Shot_FaceVector	T3	E4	L1: for CPU players calls 8002D560 (shape-based launch dir), else (0,0,1,0); feeds p->vLaunchB; L2: shot curve vector (AI only). Reconciler: as fn_8002D560, vLaunchB is TW06's strokeDirection, not the face	Second launch block: a CPU's shot-shape direction, a human's straight one	Sonnet 5 (audit-l1-P02) | Opus 5.5 (audit-l2-P02)	Opus 5.5 (audit-rec-P02)	2026-09-24
8002E868	fn_8002E868_HasPad	Player_HasPad	T3	E4	L1: nController <= 7 (player-index form), false for 8+; no name; L2: returns 1 if <= 7, guess 'player on a real pad?' (low). Reconciler: both agree on the test; 'pad' for 0..7 is deduction (CONTROLLER_CPU = 9 is TW06's, 0..7 are not named anywhere). namecheck-ok: no pad call is reached, only the nController field; that is why it is T3	1 when the player's controller value is 0..7	Sonnet 5 (audit-l1-P02) | Opus 5.5 (audit-l2-P02)	Opus 5.5 (audit-rec-P02)	2026-09-24
8002E898	fn_8002E898_IsPad	Controller_IsPad	T3	E4	L1: the same <= 7 test on a controller value; L2: 1 if a controller value is <= 7 (guess real pad, low). Reconciler: as fn_8002E868. namecheck-ok: as fn_8002E868 (a controller value, no pad call)	1 when a controller value is 0..7	Sonnet 5 (audit-l1-P02) | Opus 5.5 (audit-l2-P02)	Opus 5.5 (audit-rec-P02)	2026-09-24
8002E8B4	fn_8002E8B4	Player_IsNotCPU	D	-	L1: nController <= 8 (player-index form), includes the special value 8; no name; L2: returns 1 if <= 8, no guess (low). Reconciler: neither lane supports 'not CPU'; it holds only if 9 (CONTROLLER_CPU) is the largest value, which nothing shows	1 when the player's controller value is 0..8	Sonnet 5 (audit-l1-P02) | Opus 5.5 (audit-l2-P02)	Opus 5.5 (audit-rec-P02)	2026-09-24
8002E8E4	fn_8002E8E4	Controller_IsNotCPU	D	-	L1: the same <= 8 test on a controller value (SitDevFile caller); L2: 1 if a controller value is <= 8, no guess (low). Reconciler: as fn_8002E8B4	1 when a controller value is 0..8	Sonnet 5 (audit-l1-P02) | Opus 5.5 (audit-l2-P02)	Opus 5.5 (audit-rec-P02)	2026-09-24
8000B058	DeleteMemPool	UMemPool_Destroy	T1	E2b	L1: E2b(unpaired) 1 void param (UMemPool*~MemPoolPtr) matches exactly; body is single free-like call; neighbours AllocPoolMem/ReturnPoolMem in TW07 = our next two audited functions in exact same order.; L2 (AN): fits (no machine candidate): DeleteMemPool(pool)	Frees a pool.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8000B078	AllocPoolMem	UMemPool_Alloc	T1	E2b	L1: E2b(unpaired) void* return, 1 param, matches; body pops node off free list (pFree/nFree--), matches "alloc from pool"; position exact match between DeleteMemPool and ReturnPoolMem.; L2 (AN): fits (no machine candidate): AllocPoolMem(pool)	Pops a node from the pool's free list (fills it with 0xBB), NULL if empty.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8000B0D4	ReturnPoolMem	UMemPool_Free	T1	E2b	L1: E2b(unpaired) void, 2 params (pool, ptr) matches exactly; body pushes node back onto free list (pFree/nFree++), matches "return to pool"; position matches (after AllocPoolMem).; L2 (AN): fits (no machine candidate): ReturnPoolMem(pool, entry)	Returns a node to the pool's free list (fills with 0x99).	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8001256C	FO_vClearPacketLists	UFont_ResetQueues	T1	E2b	L1: E2b(unpaired) void/0 params matches; body nulls 6 queue slots + resets 2 pointers, matches "clear packet lists"; TW07 neighbour FO_vInitModule = our very next audited function, and ours is called first thing inside it.; L2 (AN): fits (no machine candidate): UFont.c FO_vClearPacketLists (static, 0x2C) clears the per-font queues; ours also rewinds the pools. Caution: TW07 UFont is the FO_ API	Clears the 6 per-font draw queues and rewinds the queue-record pool and string pool pointers.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8001260C	FO_vInitModule	UFont_Init	T1	E2b	L1: E2b(unpaired) void/0 params matches; body allocates font pools, calls fn_8001256C (=FO_vClearPacketLists, confirmed above) then resets fonts array - classic init sequence; position matches (right after FO_vClearPacketLists).; L2 (AN): fits (no machine candidate): FO_vInitModule; module init (handler, pools, slots)	Font system init: registers the 'sfn ' stream handler, inits font state (palettes/TLUTs), allocates the 50-record queue pool and 500-byte string pool, resets...	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
800126C0	FO_vCloseModule	UFont_Shutdown	T1	E2b	L1: E2b(unpaired) void/0 params matches; loops 6 font slots freeing each (matches TW07 "inlines FO_vFreeFont"), then frees 2 pools; position matches (right after FO_vInitModule).; L2 (AN): fits (no machine candidate): FO_vCloseModule; frees fonts and pools	Font system shutdown: frees every loaded font, empty state cleanup, frees the queue pool and string pool.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80012898	FO_vSetCurrentAddMode	UFont_SetMode	T1	E2b	L1: E2b(unpaired) void, 1 param (s32~enum) matches; single-field setter (n1B8=nMode); TW07 neighbour FO_eGetCurrentAddMode = our very next audited function, confirmed getter/setter pair on same field.; L2 (AN): fits (no machine candidate): FO_vSetCurrentAddMode(mode) - our mode 0 queue / 1 draw now is an add mode	Sets the draw mode (0 queued, 1 immediate).	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
800128A4	FO_eGetCurrentAddMode	UFont_GetMode	T1	E2b	L1: E2b(unpaired) s32/enum return, 0 params matches; single-field getter (returns n1B8), pairs with FO_vSetCurrentAddMode confirmed above; position matches exactly.; L2 (AN): fits (no machine candidate): FO_eGetCurrentAddMode	Returns the draw mode.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
800128B0	FO_chpCopyString	UFont_CopyString	T1	E2b	L1: E2b(unpaired) char* return, 1 param (char*) matches; body copies string into a rolling string buffer (pStringNext) and advances it, matches locals chpBase/chpCurrent pattern; position matches (right after FO_eGetCurrentAddMode), TW...; L2 (AN): fits (no machine candidate): FO_chpCopyString(char*) copies into the string pool (inline-only in TW07, a real function here)	Copies a string into the frame string pool and returns the copy.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80012D88	FO_vSetFontContext	UFont_BeginDraw	T1	E2b	L1: E2b(unpaired) void/0 params matches; body is 5 sequential state-setting calls; TW07 inlines 6 DS_ state calls (alpha/zbuffer/cullmode) - same shape; position matches (right before FO_vRestoreFontContext = our next function).; L2 (AN): fits (no machine candidate): FO_vSetFontContext (static) sets GX/render state for text; ours = begin-draw state setup	Begins 2D font drawing: sets GX vertex format/ortho (LLFont), sets render state (blend 1,6,1; z off; mode 7), flushes.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80012DCC	FO_vRestoreFontContext	UFont_EndDraw	T1	E2b	L1: E2b(unpaired) void/0 params matches; body mirrors FO_vSetFontContext with different constants (restore vs set), TW07 inlines a similar DS_ state-call set; position matches exactly after FO_vSetFontContext.; L2 (AN): fits (no machine candidate): FO_vRestoreFontContext (static) restores viewport/projection/render state	Ends font drawing: restores viewport/projection, render state (1, 3), flushes.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80012EC4	FO_spGetCurrentPacket	UFont_GetContext	T1	E2b	L1: E2b(unpaired) pointer return, 0 params matches; body returns &ctx (a context pointer), widely used by many callers exactly as a "get current packet/context" accessor would be; position matches (right before FO_vSetFontContext).; L2 (AN): fits (no machine candidate): FO_spGetCurrentPacket (static, 0x14) returns the current text state record	Returns the current font context.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8002703C	SKEL_WeightIKChain	fn_8002703C	T1	E2b	L1: E2b(pair) void, 3 params (Skeleton*, IKChain*, f32 weight) matches TW07 (TIKSkeleton*, TIKChain*, float weight) exactly in count/type; body loops chain links doing quat slerp when weight<1, matches "weight IK chain"; caller fn_...; L2 (AO): fits: SKEL_WeightIKChain(pIKSkeleton, pChain, weight) (skeleton_shared.c:1216, inline-only in TW07, inlined by SKEL_SetIKSolutionWeight = our caller chain).	For each link: p24[bone] = slerp(identity, p20[bone], weight) (only when weight < 1; otherwise plain copy), normalised.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80027738	SKEL_EnableIK	fn_80027738	T1	E2b	L1: E2b(pair) void, 1 param (u8~bool) matches exactly; single global-flag setter, matches trivial enable/disable; position matches (first function of Skeleton.c in TW07, our next audited function matches TW07's very next function).; L2 (AO): fits: SKEL_EnableIK(bool enable) (Skeleton.c:34): sets the global IK flag.	Sets the global IK-enabled byte lbl_802810A6.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8002792C	SKEL_RelaxIK	fn_8002792C	T1	E2b	L1: E2b(pair) void, 1 param (Skeleton*~TIKSkeleton*) matches exactly (direct skeleton pointer, no CharModel wrapper this time); body checks fIKWeight>0 and sets relax-blend fields, matches "relax IK"; position matches (right after...; L2 (AO): fits: SKEL_RelaxIK(pIKSkeleton) (Skeleton.c:69): starts the 0.25 s blend-out ('relax').	If IK is on and weight > 0: starts a 0.25 s blend-out (f1074 = f1078 = 0.25).	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
800284DC	SKEL_FreeIKSkeleton	fn_800284DC	T1	E2b	L1: E2b(pair) void, 1 param (Skeleton*~TIKSkeleton*) matches; body loops freeing chains then frees p24/p20/pSkel itself, matches "free IK skeleton"; TW07 local "i" matches our loop var; position: first function of skeleton_shared.c...; L2 (AO): fits: SKEL_FreeIKSkeleton(pIKSkeleton) (skeleton_shared.c:205, inline-only in TW07, inlined by SKEL_Free).	Frees the IK skeleton: each chain's links, the chains, p24, p20, and the skeleton.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80029530	SKEL_InitModule	fn_80029530	T1	E2b	L1: E2b(pair) void/0 params matches; body calls fn_80009710 on global lbl_801C6498 (matches TW07 "inlines Quat_IdentifyForMul" - identity-quat init on the same global used as slerp scratch elsewhere) plus one more init call; positi...; L2 (AO): fits: SKEL_InitModule() (Skeleton.c:140; inlines Quat_IdentifyForMul = our identity quat).	Sets lbl_801C6498 to the identity quaternion and calls DynChain's fn_80113E60.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8002955C	SKEL_CloseModule	fn_8002955C	T1	E2b	L1: E2b(pair) void/0 params matches; trivial 1-call body matches TW07's tiny 4-byte size; position matches exactly (right after SKEL_InitModule).; L2 (AO): fits: SKEL_CloseModule() (Skeleton.c:145); TW07's is empty, ours frees the DynChain settings.	Calls DynChain's fn_80114080.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80029664	SKEL_GenerateBoneLookupTable	fn_80029664	T1	E2b	L1: E2b(pair) void, 1 param matches role (though ours is CharModel* vs TW07's TSkeleton* - same drift as SKEL_SetExtraRightShoulderRotation group); body builds a bone-index lookup table by string-comparing bone names against a name...; L2 (AO): fits: SKEL_GenerateBoneLookupTable(pSkeleton) (inline in TW07 SKEL_LoadFromMem; locals name[17], refID, j): name -> bone-id map.	Builds the bone-id -> model-bone map: matches each bone's 8-char name against an 0x59-name table; up to 30 unknown bones are checked against a second name ta...	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80029804	SKEL_GenerateLeftHandedTable	fn_80029804	T1	E2b	L1: E2b(pair) void, 1 param, same CharModel/TSkeleton drift as sibling function; body builds a mirrored/left-handed bone table via a pairs table (nA/nB regBoneID/leftBoneID), matches name and TW07 locals exactly; position matches (...; L2 (AO): fits: SKEL_GenerateLeftHandedTable(pSkeleton) (inline in TW07; locals regBoneID/leftBoneID): our mirror map, confirms the mirror flag = left-handed.	Builds the mirror map aBone2: identity, then for 0x29 id pairs maps model bone of the first id to the model bone of the second.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
800298F4	SKEL_GetBoneIDFromNameID	fn_800298F4	T1	E2b	L1: E2b(pair) int32 return matches; 2nd param (u64 uId) vs TW07 HashString& boneName - a wrapper-around-hash-id drift, acceptable; body loops comparing bone id, TW07 inlines "operator==" matching our == comparison; position matches...; L2 (AO): fits: SKEL_GetBoneIDFromNameID(pSkeleton, boneName) -> int32 (Skeleton.c:149): linear name compare, -1 if none.	Returns the index of the bone whose 64-bit (8-char) id equals uId, else -1.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80029A88	SKEL_SetDefaultWorld2BoneMatrices	fn_80029A88	T1	E2b	L1: E2b(pair) void, 2 params (pModel, f32(*)[4][4]~mat44flt*) matches; trivial 1-line setter matches TW07's tiny 8-byte size exactly; position matches (right after SKEL_GetBoneIDFromNameID/SKEL_UpdateDynChains).; L2 (AO): fits: SKEL_SetDefaultWorld2BoneMatrices(pSkel, mat44flt* pMat) (Skeleton.c:183, 8 bytes): p764 is the matrix multiplied in UpdateSkinningMatrix (world2bone).	Sets model p764 (per-bone matrices multiplied in fn_80029A90).	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80029A90	SKEL_UpdateSkinningMatrix	fn_80029A90	T1	E2b	L1: E2b(pair) void, 3 params matching types (pointer, float[4]*, int32 index) exactly; TW07 inlines LLMath_MultiplyVec matching our call to fn_800BADF8 (a 4-wide matrix multiply); position matches (in skeleton_shared.c).; L2 (AO): fits: SKEL_UpdateSkinningMatrix(pSkeleton, float[4]* bone2World, int32 index) (skeleton_shared.c:724): same 3 params; out = bone2World * default world2bone.	If bone < n76C and p760/p764/p768 are all set: p768[bone] = pMtx * p764[bone] (4-row matrix multiply).	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80056480	PasswordManager_IsPasswordEntered	fn_80056480	T1	E2b	L1: E2b(unpaired) u8~bool return matches; TW07 is a C++ member function (implicit `this`) so its 1 explicit param (passwordType) matches ours (int n) once `this` is set aside as C++ drift; ours passes a global (lbl_801D5948, the single...; L2 (AK): - (no candidate; PasswordManager::IsPasswordEntered(PasswordType) fits: bit test of the cheat flag set)	Returns bit n of the bit set lbl_801D5948 (8001E9CC).	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006795C	SitDev_ProcessEventQueue	fn_8006795C	T1	E2b	L1: E2b(unpaired) void/0 params matches; body iterates and drains exactly the event queue array (aEvents/n13C) that SitDev_QueueEvent (above) fills, resetting n13C=0 at the end - literally "process the event queue"; size (huge, 0x508)...; L2 (AK): - (no candidate; TW07 SitDev.c SitDev_ProcessEventQueue() fits exactly)	Once per frame, if events are queued: for each situation entry in the loaded table lbl_80282208, looks for a queued event matching the entry's event (0 = any...	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006BED4	REPLAY_InitModule	fn_8006BED4	T1	E2b	L1: E2b(pair) void/0 params matches; allocates replay buffer + resets a flag, matches "init module"; first function in Replay.c in TW07, matches our first-in-list function.; L2 (AL): fits: REPLAY_InitModule, allocates the module's replay buffer at init	Allocates the replay buffer struct (file Replay.c line 77) into lbl_80281E48 and clears its flag at +0x1525C.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006BF20	REPLAY_CloseModule	fn_8006BF20	T1	E2b	L1: E2b(pair) void/0 params matches; frees the buffer allocated by REPLAY_InitModule and nulls it, matches init/close pairing; position matches (right after REPLAY_InitModule).; L2 (AL): fits: REPLAY_CloseModule, frees it	Frees the replay buffer lbl_80281E48 and NULLs the pointer.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006BF4C	REPLAY_Init	fn_8006BF4C	T1	E2b	L1: E2b(pair) void/0 params matches; trivial single-field reset (bF10=0), matches TW07's small size; position matches (right after REPLAY_CloseModule, before REPLAY_Save).; L2 (AL): fits: REPLAY_Init, a tiny reset of the replay data (clears the valid flag)	Clears gReplayData.bF10 (the 'replay snapshot valid' flag).	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006BF60	REPLAY_Save	fn_8006BF60	T1	E2b	L1: E2b(pair) void, 1 param (int~enum PlayerNumber_t) matches; huge function (dozens of field copies into replay buffer) matches TW07's large 0x24C size; TW07 inlines SetReplayActive matching our gSession.bReplay=0 / gReplayData.bF...; L2 (AL): fits: REPLAY_Save(PlayerID), snapshots the player before a shot; TW07 callers (GameModeReplay setup, swing impact) match ours	Unless already replaying, or the player is CPU-controlled, or player flag 8 is set (then it just invalidates): picks and stores a new random seed, snapshots...	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006C28C	REPLAY_ResetController	fn_8006C28C	T1	E2b	L1: E2b(unpaired) void, 2 params (int, int~2 enums) matches exactly; trivial guarded single-field setter matches TW07's small size; position matches (right after REPLAY_Play, before REPLAY_SaveSpin).; L2 (AL): - no candidate (unpaired note: file order gives REPLAY_ResetController(PlayerID, controller); fits exactly); namecheck-ok: EA's own name; it stores the controller NUMBER in the snapshot's player copy (nController), no pad access	If a snapshot is valid, stores the controller number in the snapshot's player copy.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006C2A8	REPLAY_SaveSpin	fn_8006C2A8	T1	E2b	L1: E2b(unpaired) void, 3 params (int, f32, f32) matches TW07 exactly; guarded setter of 2 float fields (fF08/fF0C), matches name; position matches (right after REPLAY_ResetController).; L2 (AL): - no candidate (unpaired note: REPLAY_SaveSpin(PlayerID, forwardSpin, sideSpin); fits exactly)	If a snapshot is valid, stores the forward and side spin floats.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006C2C8	REPLAY_GetSpin	fn_8006C2C8	T1	E2b	L1: E2b(unpaired) void, 3 params (int, f32*, f32*) matches TW07 exactly; reads the same 2 fields (fF08/fF0C) written by REPLAY_SaveSpin (confirmed above) - getter/setter pair confirmed; position matches (right after REPLAY_SaveSpin).; L2 (AL): - no candidate (unpaired note: REPLAY_GetSpin(PlayerID, float*, float*); fits exactly)	Returns the stored forward/side spin through the pointers if the snapshot is valid, else 0/0.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006C4A0	REPLAY_Stop	fn_8006C4A0	T1	E2b	L1: E2b(pair) void/0 params matches; trivial single-flag toggle (bReplay=0), matches TW07's small size and name.; L2 (AL): fits: REPLAY_Stop, clears replay-active	Clears gSession.bReplay if set.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006C5E0	REPLAY_RecordStart	fn_8006C5E0	T1	E2b	L1: E2b(unpaired) void/0 params matches; guarded single-field set (b1525C=1); position matches (right after REPLAY_Restore, before REPLAY_RecordStop = our next function), pairs with RecordStop on same field.; L2 (AL): - no candidate (unpaired note: file order gives REPLAY_RecordStart; setting the flag when not replaying fits)	When not replaying, sets the replay buffer flag at +0x1525C.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8006C608	REPLAY_RecordStop	fn_8006C608	T1	E2b	L1: E2b(unpaired) void/0 params matches; guarded single-field set (b1525C=0), the exact inverse of REPLAY_RecordStart confirmed above; position matches (right after REPLAY_RecordStart).; L2 (AL): - no candidate (unpaired note: REPLAY_RecordStop; fits)	When not replaying, clears the replay buffer flag at +0x1525C.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80076158	BYTESWAP_SWAPDATA	fn_80076158	T1	E2b	L1: E2b(unpaired) void, 4 params (u8**/u8*/int/int ~ char**/char*/int32/int32) matches exactly; local var name "bNoSwap" matches TW07 local "noSwap" verbatim; only function in the TW07 file (index: "1 functions") matching our unique By...; L2 (AJ): none (no pair); TW07 UByteSwap.c's only function BYTESWAP_SWAPDATA(char** pSrc, char* pDest, int32 nBytes, int32 elmSize) with locals noSwap/cnt/c0..c7: same 4 params and negative-size no-swap flag...; namecheck-ok: EA's own upper-case name, verbatim (TW07 UByteSwap.c)	Copies nBytes from *ppSrc to pDst in elements of nWidth (1, 2, 4 or 8 bytes), reversing the byte order of each element; a negative nWidth copies without reve...	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
8007644C	CA_vReleaseCamera	CA_vDestroyCamera	T1	E2b	L1: E2b(unpaired) void, 1 param (CamLens*~CA_SCamera*) matches; trivial free-like call, matches "release camera"; ordering in our code (called before our next audited function 80076664 in source) matches TW07 file order.; L2 (AN): fits (no machine candidate): GoCamera.c CA_vReleaseCamera(camera) frees the camera	Frees a camera lens (StaticMemory free).	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80076664	Camera_SetCameraPositionAndTargetWithOffsetAndScale	fn_80076664_SetScaledLookAt	T1	E2b	L1: E2b(unpaired) void, 5 params (pLens, pPos, pTarget, pCenter, pScale ~ spCamera_p, xCameraPosition_p, xLookPosition_p, xOffset_p, xScale_p) matches exactly in count and role; TW07 locals "mat44flt xTmp1/xTmp2" matches our 2 temp 4x4...; L2 (AN): fits (no machine candidate): Camera_SetCameraPositionAndTargetWithOffsetAndScale(pos, look, offset, scale): ours scales about the offset/centre point, same 5 params	Look-at like 8007646C, then applies a non-uniform scale (pScale) about a centre point to the view matrix and a matching inverse scale into m4 (stores scale a...	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80077168	FE_movieFade	FE_UpdateMovieQueue	T1	E2b	L1: E2b(unpaired) void/0 params matches; body fades an alpha value by 0.05 per call then plays a movie by kind (credits/bio), matches TW07 locals tempMoviePath[256]/bioNameBuffer[32] exactly matching our szPath[256]/szName[32] sizes an...; L2 (AN): fits (no machine candidate): FE_Movies.c FE_movieFade sits right after FE_movieIsQueueEmpty (= our 80077148) and before Pre/PostMovieSetup (our 800772E0/8007731C are called around the play); the fa...	If the movie queue is not empty (free!=next), fades the screen to black by +0.05 alpha per call; at full black it stops audio/UI (800A75B4, 800772E0), plays...	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
80093D3C	BS_vInit	fn_80093D3C	T1	E2b	L1: E2b(unpaired) void/0 params matches; loop over NUM_SHADOW_MESHES doing per-mesh setup, matches TW07 local "i"; first function of GoBallShadow.c in TW07, matches our first-in-unit function; position before BS_vRender (our next funct...; L2 (AK): - (no candidate; TW07 GoBallShadow.c BS_vInit() fits by role)	Looks up texture "shadow" in the texture groups into lbl_80281F50/54, then initialises each of the NUM_SHADOW_MESHES shader objects lbl_801D96B8[i] with a 2-...	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
800940FC	BS_vClose	fn_800940FC	T1	E2b	L1: E2b(unpaired) void/0 params matches; loop over NUM_SHADOW_MESHES calling a per-mesh release, matches TW07 local "i" and small 0x68 size; position matches (right after BS_vRender, last of the unit).; L2 (AK): - (no candidate; TW07 BS_vClose() fits by role)	Calls 800360A0 on each of the NUM_SHADOW_MESHES shader objects.	Sonnet 5 (audit-l1-AQ) | Opus 5.5 (lane 2 from the original batches)	Opus 5.5 (audit-rec-AQ)	2026-09-24
